company_name,date_certified,current_status,description,industry,industry_category,products_and_services,country,state,city,sector,size,b_corp_profile,website,assessment_year,overall_score,certification_cycle,impact_area_community,impact_area_customers,impact_area_environment,impact_area_governance,impact_area_workers,impact_area_community_na_score,impact_area_customers_na_score,impact_area_environment_na_score,impact_area_governance_na_score,impact_area_workers_na_score,ia_community_it_civic_engagement_giving,ia_community_it_designed_for_charitable_giving,ia_community_it_designed_to_give,ia_community_it_diversity_inclusion,ia_community_it_job_creation,ia_community_it_local_economic_development,ia_community_it_local_involvement,ia_community_it_microdistribution_poverty_alleviation,ia_community_it_microfranchise_poverty_alleviation,ia_community_it_national_economic_development,ia_community_it_producer_cooperative,ia_community_it_suppliers_distributors,ia_community_it_suppliers_distributors_product,ia_community_it_supply_chain_poverty_alleviation,ia_customers_it_arts_media_culture,ia_customers_it_basic_services_for_the_underserved,ia_customers_it_business_model_and_engagement,ia_customers_it_capacity_building,ia_customers_it_current_fund,ia_customers_it_economic_empowerment_for_the_underserved,ia_customers_it_education,ia_customers_it_educational_models_and_engagement,ia_customers_it_educational_outcomes,ia_customers_it_health,ia_customers_it_health_wellness_improvement,ia_customers_it_impact_improvement,ia_customers_it_improved_impact,ia_customers_it_infrastructure_market_access,ia_customers_it_infrastructure_market_access_building,ia_customers_it_investment_criteria,ia_customers_it_leadership_outreach,ia_customers_it_marketing_recruiting_and_transparency,ia_customers_it_mission_aligned_exit,ia_customers_it_mission_lock,ia_customers_it_past_performance,ia_customers_it_portfolio_management,ia_customers_it_portfolio_reporting,ia_customers_it_positive_impact,ia_customers_it_privacy_and_consumer_protection,ia_customers_it_quality_and_continuous_improvement,ia_customers_it_serving_in_need_populations,ia_customers_it_student_experience,ia_customers_it_student_outcomes,ia_customers_it_student_outcomes_special_interest_students_,ia_customers_it_support_for_underserved_purpose_driven_enterprises,ia_customers_it_targeted_for_investment,ia_environment_it_certification,ia_environment_it_community,ia_environment_it_construction_practices,ia_environment_it_designed_to_conserve_agriculture_process,ia_environment_it_designed_to_conserve_manufacturing_process,ia_environment_it_designed_to_conserve_wholesale_process,ia_environment_it_energy_water_efficiency,ia_environment_it_environment_products_services_introduction,ia_environment_it_environmental_education_information,ia_environment_it_environmentally_innovative_wholesale_process,ia_environment_it_inputs,ia_environment_it_land_office_plant,ia_environment_it_land_wildlife_conservation,ia_environment_it_material_energy_use,ia_environment_it_materials_codes,ia_environment_it_outputs,ia_environment_it_renewable_or_cleaner_burning_energy,ia_environment_it_resource_conservation,ia_environment_it_safety,ia_environment_it_toxin_reduction_remediation,ia_environment_it_training_collaboration,ia_environment_it_transportation_distribution_suppliers,ia_governance_it_corporate_accountability,ia_governance_it_ethics,ia_governance_it_governance,ia_governance_it_mission_engagement,ia_governance_it_mission_locked,ia_governance_it_transparency,ia_workers_it_benefits,ia_workers_it_compensation_wages,ia_workers_it_human_rights_labor_policy,ia_workers_it_job_flexibility_corporate_culture,ia_workers_it_management_worker_communication,ia_workers_it_occupational_health_safety,ia_workers_it_training_education,ia_workers_it_worker_benefits,ia_workers_it_worker_owned,ia_workers_it_worker_ownership,ia_workers_it_workforce_development
Babo Botanicals,11/4/15,certified,"Babo Botanicals was founded on the principles of delivering smart skin and hair care solutions crafted with high quality, natural, botanical performance-based ingredients for babies, kids, and adults. Babo Botanicals’ ranges target specific end solutions with effective ingredients that moisturize, smooth, or purify the hair. Each product contains a proprietary Nutri-Soothe ™ Complex rich in anti-oxidants, vitamins and anti-inflammatory ingredients to delivery maximum nutrients, the safest mineral sun protection and moisture.
 
 Kate Solomon, Babo Botanicals CEO & Founder is a former L’Oréal Professionnel, Redken and Avon product developer who has a passion for beauty and development of natural products. Prior to her role with L’Oréal, she taught beekeeping in rural Paraguay in the US Peace Corps which led her to developing her own soaps and balms out of honey and beeswax. As a mom, Solomon wanted to create professional quality, safe, smart yet all-natural solutions for the entire family so she put together a team of leading hair stylists and botanists to develop a plant based product line that reflects the attributes that she values most.",Home & Personal Care,Consumer Products & Services,Personal Care Manufacturer,United States,New York,Scarsdale,Wholesale/Retail, 1-9,bcorporation.net/directory/babo-botanicals,www.babobotanicals.com,2017,106.6,1,30.2,5.5,37.2,11.4,22.3,0,0,0,0,0.7,9.6,,,2.2,1.6,,6.7,,,,,,9.6,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,7.5,3.8,,,,1.5,,,,14.3,,10,0.4,,,0.5,7.5,2.8,4,9,,,6.2,,1.1,,,1,
Babo Botanicals,11/4/15,certified,"Babo Botanicals was founded on the principles of delivering smart skin and hair care solutions crafted with high quality, natural, botanical performance-based ingredients for babies, kids, and adults. Babo Botanicals’ ranges target specific end solutions with effective ingredients that moisturize, smooth, or purify the hair. Each product contains a proprietary Nutri-Soothe ™ Complex rich in anti-oxidants, vitamins and anti-inflammatory ingredients to delivery maximum nutrients, the safest mineral sun protection and moisture.
 
 Kate Solomon, Babo Botanicals CEO & Founder is a former L’Oréal Professionnel, Redken and Avon product developer who has a passion for beauty and development of natural products. Prior to her role with L’Oréal, she taught beekeeping in rural Paraguay in the US Peace Corps which led her to developing her own soaps and balms out of honey and beeswax. As a mom, Solomon wanted to create professional quality, safe, smart yet all-natural solutions for the entire family so she put together a team of leading hair stylists and botanists to develop a plant based product line that reflects the attributes that she values most.",Home & Personal Care,Consumer Products & Services,Personal Care Manufacturer,United States,New York,Scarsdale,Wholesale/Retail, 1-9,bcorporation.net/directory/babo-botanicals,www.babobotanicals.com,2015,80.8,2,29.4,0,26.1,7.2,18.2,0,0,0,0,0,6.4,,,3.2,2.5,,6.7,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,8.1,,,,,,,,13.3,,,,,0.4,1,2.5,3.2,,8.3,,,5.5,,,3,,1.5,
SIRPLAST,12/17/15,certified,"SIRPLAST is a company that recycles only EPS - expanded polystyrene. It was born from the growing demand for this material in Argentina and holds a prior place non-existent in the world of recycling.
 
The company began operation in August 2013, in the town of Munro (Vicente L—pez - Province of Buenos Aires), where it is now based the Industrial Plant. They receive this material from large generators, companies (medium and small), individuals, cooperatives and NGOs.
 
The company currently recycles an average of 25 tons per month of expanded polystyrene , which is equivalent to 50 trucks of 18 meters each, materials previously discarded in landfills and is now converted into raw and returned to the market of plastic material as polystyrene (PS.)",Recycling Services & Waste Management,Energy & Environmental Services,EPS recycling and Polystyrene production,Argentina,Buenos Aires,Munro,Manufacturing, 1-9,bcorporation.net/directory/sirplast,www.sirplast.com.ar,2015,86.9,1,22.6,0,48.2,6.7,9.4,0,0,0,0,0.2,3.6,,,1.1,5.2,,4,,,,,,7.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,4.9,,,,7.7,,26.6,,,,1.3,,1.5,,1.3,2.5,1.3,,3.7,0.1,,0.2,1.5,1.3,1.5,,0.5,
KeHE,11/30/15,certified,"KeHE is an employee-owned food distribution company whose mission is to be the preferred supply chain partner in the specialty, natural/organic and fresh product marketplace in North America. We strive to achieve that goal by delivering exceptional distribution, merchandising and marketing services to our retailer customers every day.
 
As a B Corporation, KeHE proudly joins a community of companies committed to using business and economic success as a force for good in the world, validating KeHE’s stated core purpose: We SERVE to make lives better™. B Corp certification affirms our ongoing efforts to leverage the power of our business to address social and environmental problems while staying accountable to our shareholders, employees, customers, suppliers and the planet.",Food & Beverage,Consumer Products & Services,"Natural, organic, and specialty food distribution",United States,Illinois,Naperville,Wholesale/Retail, 1000+,bcorporation.net/directory/kehe,www.kehe.com,2015,83.2,1,18.1,0,10,12.2,42.9,0,0,0,0,0.2,7.6,,,3,0.8,,2.6,,,,,,2.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,0.8,,,,,,,,6.2,,1.2,,0.9,0.9,1.3,7.5,1.5,,7.6,0.6,1.3,1.4,0.9,1.3,6.2,,11.4,
Better Bean Company,11/8/13,certified,"Better Bean blossomed from founder Keith Kullberg’s recipe for refried beans that originated in his vegetarian youth. A favorite of his daughters, Keith would cook up his special recipe at least once of month, despite the lengthy process of the recipe. The delicious flavor and texture of their beloved beans inspired the Kullberg family to found The Better Bean Company. To preserve the quality of taste, the Kullbergs pioneered a new grocery category: fresh, ready-to-eat beans sold in the refrigerated section. Better Beans are now sold across the United States and Canada through premium and natural food retailers.
 
 The artisan, small batch bean recipes are made from premium locally sourced ingredients using an exclusive skillet sauté process, which gives them their rich authentic flavor. Better Bean only uses ingredients that you would find in a home kitchen and maintains vegan, gluten-free, soy-free, and non-GMO verified products. The beans come in unique, “one-seal,” fully recyclable BPA-Free tubs. The “one-seal” system integrates the extra layer of plastic (that is often found in other fresh products) into the lid and represents a 30% reduction in carbon footprint. The lid is firmly sealed into place with heat and pressure, creating a food-safety barrier that peels off easily.",Food & Beverage,Consumer Products & Services,"Premium, refrigerated, ready to eat beans",United States,Oregon,Wilsonville,Manufacturing, 10-49,bcorporation.net/directory/better-bean-company,www.betterbeanco.com,2016,83.5,1,22.3,0,25.9,16.2,19.1,0,0,0.7,0,0,3.7,,,3.7,1.1,,5.2,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3.5,,,,0.6,,,,15.5,,0.2,,1.5,1.3,1.1,10,2.3,,8,,1.1,2,1.1,1.1,3,,2.6,
Better Bean Company,11/8/13,certified,"Better Bean blossomed from founder Keith Kullberg’s recipe for refried beans that originated in his vegetarian youth. A favorite of his daughters, Keith would cook up his special recipe at least once of month, despite the lengthy process of the recipe. The delicious flavor and texture of their beloved beans inspired the Kullberg family to found The Better Bean Company. To preserve the quality of taste, the Kullbergs pioneered a new grocery category: fresh, ready-to-eat beans sold in the refrigerated section. Better Beans are now sold across the United States and Canada through premium and natural food retailers.
 
 The artisan, small batch bean recipes are made from premium locally sourced ingredients using an exclusive skillet sauté process, which gives them their rich authentic flavor. Better Bean only uses ingredients that you would find in a home kitchen and maintains vegan, gluten-free, soy-free, and non-GMO verified products. The beans come in unique, “one-seal,” fully recyclable BPA-Free tubs. The “one-seal” system integrates the extra layer of plastic (that is often found in other fresh products) into the lid and represents a 30% reduction in carbon footprint. The lid is firmly sealed into place with heat and pressure, creating a food-safety barrier that peels off easily.",Food & Beverage,Consumer Products & Services,"Premium, refrigerated, ready to eat beans",United States,Oregon,Wilsonville,Manufacturing, 10-49,bcorporation.net/directory/better-bean-company,www.betterbeanco.com,2013,81.5,2,15.6,0,31.3,12.3,22.1,0.3,0,0.7,0,0,2.4,,,2.6,0.2,,3.3,,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,4.8,,,,2,,,,15,,,,,1.8,1.5,6.2,2.6,,10.1,,,6.4,,,2.6,,3,
MGov,12/10/18,certified,"MGov is a nudgebot company. Nudgebots are based on behavioral science in combination with the right technology to improve education and prevent default by changing behavior of those who matter the most. Thus, they improve organizations' indicators by using artificial intelligence and personalized content for the target's behavior change.",IT Software & Services/Web Design,Business Products & Services,"Nudgebots (Eduq+ & Save+). Planning, enrollment & communication.",Brazil,São Paulo,São Paulo,Service with Minor Environmental Footprint, 1-9,bcorporation.net/directory/mgov,mgovbrasil.com.br,2018,90.6,1,17.7,51.2,1.2,9.3,11,0.7,0,0.1,0,0.3,1.6,,,4.7,5.7,,2.6,,,,,,2.2,,,,,,,,,,,,,20.6,,,,,,,,,,,,,,,30.6,,,,,,,,,,,,,,,,0,0.6,,,,0.5,,,,,,,0,,,4.6,2.5,2.1,1.6,5.4,0,,2.4,0,1.2,,,0,
Productos Naturales Aral Thel S.A.,9/1/14,certified,Aral Thel SA is a company that contributes to the welfare of society by developing herbal medicines. They are also committed to protecting the environment.,Pharmaceuticals & Supplies,Health & Human Services,Natural Products for Human Health,Colombia,Quindio,Armenia,Manufacturing, 10-49,bcorporation.net/directory/productos-naturales-aral-thel-sa,www.aralthel.com,2016,107.8,1,36.3,11.3,24.9,15.4,19.9,0,0,1.1,0,0.6,3.2,,,5,3.1,,3,,,,,,11.6,,,,,,,,,,,,11.3,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,5,4.5,,,,11,,,,,,3.2,1.8,3,,1.1,7.5,2,5.7,4.4,1.1,,2.2,2.1,3.6,,,0,10
Productos Naturales Aral Thel S.A.,9/1/14,certified,Aral Thel SA is a company that contributes to the welfare of society by developing herbal medicines. They are also committed to protecting the environment.,Pharmaceuticals & Supplies,Health & Human Services,Natural Products for Human Health,Colombia,Quindio,Armenia,Manufacturing, 10-49,bcorporation.net/directory/productos-naturales-aral-thel-sa,www.aralthel.com,2014,111.2,2,40.6,17.9,23.6,10,19.1,0,0,0,0,0.4,1.8,,,7,0.9,,6,,,,,,10.4,,,,,,,,,,,16.6,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,7.5,5.5,,,,8.3,,,,,,2.1,,3,1.8,1.3,2.5,1.3,,8.1,1.1,,1.5,2.3,1.6,3.2,,,14.4
Myplanet,10/17/12,certified,"Myplanet is re-energizing how people connect in the work place. They partner with the world’s leading telecommunications providers and workplaces to design, build and orchestrate the experiences of their daily work.
 
Myplanet builds the right thing, fast. Their expertise is based on three key pillars:They are relentless in uncovering user truth. They obsessively validate user needs by applying user-centered design and Lean UX methodologies.They embrace rapid product development. Myplanet's agile team’s structured and streamlined delivery support quick and efficient design and development with minimum waste and world-class quality.They empower the enterprise. Building great products is not enough—Myplanet thrives on the opportunity to empower. Through highly flexible engagement models, they enable, support, and enhance the teams they work with.
 
Myplanet is committed to fostering an inclusive and accessible environment. They are dedicated to building a workforce that reflects the diversity of the community in which they live, including those with disabilities.",Research & Design,Business Products & Services,"Communication and Connectivity Products, Professional Services",Canada,Ontario,Toronto,Service with Minor Environmental Footprint, 50-249,bcorporation.net/directory/myplanet,myplanet.com,2016,106.4,1,30.7,0,13.7,19.5,42.5,1.1,0,0,0,1,6,,,7.9,2.2,,8,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,3.1,9.5,,,,1,,,,,,,1,1.6,,3.6,7.5,5.7,14.5,9.5,,3.2,3.1,,3.2,,0,7.9,
Myplanet,10/17/12,certified,"Myplanet is re-energizing how people connect in the work place. They partner with the world’s leading telecommunications providers and workplaces to design, build and orchestrate the experiences of their daily work.
 
Myplanet builds the right thing, fast. Their expertise is based on three key pillars:They are relentless in uncovering user truth. They obsessively validate user needs by applying user-centered design and Lean UX methodologies.They embrace rapid product development. Myplanet's agile team’s structured and streamlined delivery support quick and efficient design and development with minimum waste and world-class quality.They empower the enterprise. Building great products is not enough—Myplanet thrives on the opportunity to empower. Through highly flexible engagement models, they enable, support, and enhance the teams they work with.
 
Myplanet is committed to fostering an inclusive and accessible environment. They are dedicated to building a workforce that reflects the diversity of the community in which they live, including those with disabilities.",Research & Design,Business Products & Services,"Communication and Connectivity Products, Professional Services",Canada,Ontario,Toronto,Service with Minor Environmental Footprint, 50-249,bcorporation.net/directory/myplanet,myplanet.com,2014,84.4,2,21.9,0,13.2,14.4,34.8,0.8,0,0,0,0,7,,,2.7,4.5,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,9,,,,1,,,,,,,,1.1,0.2,1.1,7.5,4.5,,1.5,,2.2,2.1,,1.3,10.9,,4.5,
Myplanet,10/17/12,certified,"Myplanet is re-energizing how people connect in the work place. They partner with the world’s leading telecommunications providers and workplaces to design, build and orchestrate the experiences of their daily work.
 
Myplanet builds the right thing, fast. Their expertise is based on three key pillars:They are relentless in uncovering user truth. They obsessively validate user needs by applying user-centered design and Lean UX methodologies.They embrace rapid product development. Myplanet's agile team’s structured and streamlined delivery support quick and efficient design and development with minimum waste and world-class quality.They empower the enterprise. Building great products is not enough—Myplanet thrives on the opportunity to empower. Through highly flexible engagement models, they enable, support, and enhance the teams they work with.
 
Myplanet is committed to fostering an inclusive and accessible environment. They are dedicated to building a workforce that reflects the diversity of the community in which they live, including those with disabilities.",Research & Design,Business Products & Services,"Communication and Connectivity Products, Professional Services",Canada,Ontario,Toronto,Service with Minor Environmental Footprint, 50-249,bcorporation.net/directory/myplanet,myplanet.com,2012,92.6,3,15.1,13.8,10.7,12.8,40.1,0,0,0.3,0,0,6.2,,,1.8,3.6,,3,,,,,0.3,,,,,,,,,,,,,,,6.7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,2.1,7.1,,,,1,,,,,,,0.5,,0.7,2.6,5.5,3.2,,14.2,,2.6,3.3,,2.6,11,,6.1,
Entegrit,5/14/18,certified,Entegrit is a comprehensive management consulting & professional staffing Veteran-Owned Small Business (VOSB) & Benefit Corporation (B-Corp) that is based out of Philadelphia.,Management and Financial Consulting,Business Products & Services,"Strategy, Implementation (PM), Change Management, Training",United States,Pennsylvania,Philadelphia,Service with Minor Environmental Footprint,0,bcorporation.net/directory/entegrit,www.Entegrit.com,2017,89,1,41.3,20.4,10.2,17.1,,0,0,0,0,,21.4,,,7.8,,,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,20.4,,,,,,,,,,,,5.2,0,,,,5,,,,,,,0.3,,,2.7,10,4,,,,,,,,,,,
Danone Canada,3/27/18,certified,"Danone Canada is one of the country’s largest dairy and plant-based food and beverage companies, with the mission to bring health through food to as many people as possible.

In April 2017, Danone expanded its health, sustainability and social impacts by bringing its North American dairy business together with WhiteWave Foods, a leader in plant-based and organic food, beverages and coffee creamers. Danone Canada set a commitment to become a Certified B Corporation by 2020, an ambition it met nearly two years ahead of schedule thanks to the passion and perseverance of a cross-functional team of 40 dedicated employees. The company’s B Corp certification both underscores its longstanding responsible business practices and demonstrates its meaningful commitment to continuous improvement.

Danone Canada aspires to nourish lives and inspire a healthier world through food. Its portfolio of beloved, trusted and pioneering brands in fresh dairy, plant-based and coffee creamers and beverages sustain and delight people at every age and during any moment of the day. From the local corner shop, to cafeterias, to major grocery chains, you will likely find one or more of our delicious products. Our brands in Canada include Activia®*, Oikos®*, DanActive®*, Danone Creamy®*, Danino®*, Danette® and YoCrunch®. The company has head offices in Boucherville, Quebec and Mississauga, Ontario. Its main Canadian production facility is located in Boucherville, Quebec.

* These subsidiaries and/ or brands have been reviewed and independently meet the performance requirement for certification and therefore are allowed to use the Certified B Corp logo and other associated Intellectual Property.”",Food & Beverage,Consumer Products & Services,Foods and Beverages,Canada,Quebec,Boucherville,Manufacturing, 250-999,bcorporation.net/directory/danone-canada,www.danone.ca,2017,83.4,1,20.5,0,19.5,15.5,27.9,0.4,0,0.2,0,1.1,6.5,,,3.6,0.2,,2.8,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,6,,,,5.2,,,,,,3.6,1.3,1.1,,2.2,7.5,3.1,11.8,6.5,,2.2,2,1.1,1.1,,,1.6,
